profiling/Time taken: GRPOTrainer.transformers.generate,_step,_runtime,_timestamp,train/global_step,profiling/Time taken: GRPOTrainer._get_per_token_logps_and_entropies,reward/synthesizability,reward/boltz2_pose_conf,reward/non_finite_zeroed,reward/crashes_total,reward/structural_alerts,reward/spectrum_breadth,reward/predicted_mic,profiling/Time taken: GRPOTrainer.reward_callable,reward/embedding_novelty,reward/resistance_robustness,reward/hemolysis_safety,reward/validity,reward/pareto_entry,reward/drug_likeness_qed,reward/novelty,profiling/Time taken: GRPOTrainer._calculate_rewards,profiling/Time taken: GRPOTrainer._prepare_inputs,profiling/Time taken: GRPOTrainer.compute_loss,train/entropy,train/clip_ratio/region_mean,train/completions/mean_terminated_length,train/rewards/reward_callable/std,train/clip_ratio/high_max,train/step_time,train/reward,train/num_tokens,train/kl,train/completions/min_terminated_length,train/loss,train/grad_norm,train/completions/min_length,train/clip_ratio/low_min,train/learning_rate,train/clip_ratio/low_mean,train/completions/mean_length,train/epoch,train/rewards/reward_callable/mean,train/frac_reward_zero_std,train/completions/max_terminated_length,train/completions/clipped_ratio,train/clip_ratio/high_mean,train/reward_std,train/completions/max_length
,5364,19940.212424724,1778130371.3037288,100,,,,,,,,,,,,,,,,,,115.42475919300341,,,,,,,,,,,,,,,,,,,,,,,,,,
,5365,19942.196578624,1778130373.2877738,100,1.9838289909966988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5366,19943.2522971,1778130374.3433857,100,,,,,,,,,,,,,,,,,,,3.0395184039953165,,,,,,,,,,,,,,,,,,,,,,,,,
111.94596589099092,5367,20055.201883869,1778130486.2929602,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5368,20057.227565139,1778130488.3034568,100,1.971113288003835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5369,20058.232839219,1778130489.3241272,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011820569925475866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5370,20058.233371143,1778130489.3246934,100,,,,,,,,,,,,,,,,,0.0018375329964328557,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5371,20058.234587606,1778130489.3258548,100,,,,,,,,,,,,,,,,,,114.98070872199605,,,,,,,,,,,,,,,,,,,,,,,,,,
,5372,20060.214990293,1778130491.3059797,100,1.9798488109954633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5373,20061.268114154,1778130492.359097,100,,,,,,,,,,,,,,,,,,,3.033084611990489,,,,,,,,,,,,,,,,,,,,,,,,,
112.47459221500321,5374,20173.746010591,1778130604.8369756,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5375,20175.601827049,1778130606.6827445,100,1.7993411339994054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5376,20176.474545347,1778130607.5657434,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001169735987787135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5377,20176.474910787,1778130607.5661893,100,,,,,,,,,,,,,,,,,0.0017114390066126361,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5378,20176.476016705,1778130607.5672853,100,,,,,,,,,,,,,,,,,,115.20651522799744,,,,,,,,,,,,,,,,,,,,,,,,,,
,5379,20178.279394278,1778130609.370451,100,1.8028969459992368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5380,20179.198546658,1778130610.2896235,100,,,,,,,,,,,,,,,,,,,2.722184689991991,,,,,,,,,,,,,,,,,,,,,,,,,
112.0790536400018,5381,20291.281373581,1778130722.3724384,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5382,20293.108398395,1778130724.1893573,100,1.7774365559889702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5383,20294.476330537,1778130725.567366,100,,0.0,0.0,0.0,0.0,0.075,0.0,0.0184463890183051,0.5046093200071482,0.00165315360622511,0.0,0.04999999999999999,0.125,0.0,0.007117048851364384,0.08653846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5384,20294.476671606,1778130725.5679488,100,,,,,,,,,,,,,,,,,0.5052800240082433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5385,20294.478117672,1778130725.5692427,100,,,,,,,,,,,,,,,,,,115.27765206199547,,,,,,,,,,,,,,,,,,,,,,,,,,
,5386,20296.26356467,1778130727.3547597,100,1.7852947970095556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5387,20297.174173098,1778130728.2653654,100,,,,,,,,,,,,,,,,,,,2.695981116994517,,,,,,,,,,,,,,,,,,,,,,,,,
112.37737582500267,5388,20409.555304714,1778130840.6463916,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5389,20411.405771819,1778130842.486896,100,1.8001578669936862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5390,20412.280327986,1778130843.3715136,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011547550093382597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5391,20412.280615612,1778130843.371952,100,,,,,,,,,,,,,,,,,0.0017046060092980042,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5392,20412.281867049,1778130843.3730166,100,,,,,,,,,,,,,,,,,,115.10573293200287,,,,,,,,,,,,,,,,,,,,,,,,,,
,5393,20414.085883991,1778130845.177088,100,1.8038462340045953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5394,20415.005306834,1778130846.0963848,100,,,,,,,,,,,,,,,,,,,2.7232244689948857,,,,,,,,,,,,,,,,,,,,,,,,,
113.31657541700406,5395,20528.325598586,1778130959.416678,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5396,20530.237331763,1778130961.3133352,100,1.8572773839987349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5397,20531.101261345,1778130962.192534,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010028649994637817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5398,20531.101678191,1778130962.193023,100,,,,,,,,,,,,,,,,,0.001585185993462801,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5399,20531.102997462,1778130962.194105,100,,,,,,,,,,,,,,,,,,116.0959824790043,,,,,,,,,,,,,,,,,,,,,,,,,,
,5400,20532.956134178,1778130964.0472817,100,1.8529428299952997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5401,20533.879380278,1778130964.9704766,100,,,,,,,,,,,,,,,,,,,2.776212520999252,,,,,,,,,,,,,,,,,,,,,,,,,
111.27204879600322,5402,20645.154993987,1778131076.2460637,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5403,20646.960047924,1778131078.041002,100,1.7550967959978152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5404,20647.812046601,1778131078.9031568,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010216399969067425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5405,20647.812261557,1778131078.9035985,100,,,,,,,,,,,,,,,,,0.0015506390045629814,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5406,20647.813338056,1778131078.90463,100,,,,,,,,,,,,,,,,,,113.93242942300276,,,,,,,,,,,,,,,,,,,,,,,,,,
,5407,20649.577539515,1778131080.6685195,100,1.7636412580031902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5408,20650.481025388,1778131081.5717373,100,,,,,,,,,,,,,,,,,,,2.6668963939882815,,,,,,,,,,,,,,,,,,,,,,,,,
112.76846258000296,5409,20763.256213076,1778131194.3473566,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5410,20765.295476435,1778131196.3764052,100,1.9893899640010204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5411,20766.313916752,1778131197.4047172,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001178097998490557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5412,20766.313953806,1778131197.4052665,100,,,,,,,,,,,,,,,,,0.0018224460072815418,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5413,20766.315381474,1778131197.4064538,100,,,,,,,,,,,,,,,,,,115.83069629600504,,,,,,,,,,,,,,,,,,,,,,,,,,
,5414,20768.310637452,1778131199.4016218,100,1.9949082259990973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5415,20769.370925116,1778131200.4620354,100,,,,,,,,,,,,,,,,,,,3.0554244430095423,,,,,,,,,,,,,,,,,,,,,,,,,
113.18623978800315,5416,20882.560846003,1778131313.651813,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5417,20884.615295409,1778131315.6911705,100,1.9999755019962322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5418,20886.001224896,1778131317.092023,100,,0.021034624881838493,0.0,0.0,0.0,0.125,0.0,0.03672664015498382,0.3701071909890743,0.0009633243371128935,0.0,0.1,0.125,0.0,0.04242794873068864,0.11904761904761904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5419,20886.001263033,1778131317.0923314,100,,,,,,,,,,,,,,,,,0.3705061329965247,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5420,20886.008748799,1778131317.0962985,100,,,,,,,,,,,,,,,,,,116.63243330699333,,,,,,,,,,,,,,,,,,,,,,,,,,
,5421,20888.013092467,1778131319.1040456,100,2.0075157459941693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5422,20889.079876707,1778131320.1708062,100,,,,,,,,,,,,,,,,,,,3.074326183006633,,,,,,,,,,,,,,,,,,,,,,,,,
111.83038534499065,5423,21000.914213077,1778131432.0052981,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5424,21002.753072979,1778131433.8341084,100,1.7892042900057277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5425,21003.620818838,1778131434.7119112,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011188029893673956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5426,21003.621014167,1778131434.7123475,100,,,,,,,,,,,,,,,,,0.0016461210034321994,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5427,21003.62218479,1778131434.7134545,100,,,,,,,,,,,,,,,,,,114.54066594399046,,,,,,,,,,,,,,,,,,,,,,,,,,
,5428,21005.418343587,1778131436.509557,100,1.7958616310061188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5429,21006.33446874,1778131437.4254491,100,,,,,,,,,,,,,,,,,,,2.711834508998436,,,,,,,,,,,,,,,,,,,,,,,,,
112.68846560300153,5430,21119.026498616,1778131550.1175487,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5431,21121.070436843,1778131552.1564484,100,1.9990907019964652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5432,21122.09793574,1778131553.1891177,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012316430074861273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5433,21122.098075888,1778131553.1894271,100,,,,,,,,,,,,,,,,,0.0016367409989470616,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5434,21122.09919042,1778131553.1904635,100,,,,,,,,,,,,,,,,,,115.76326162100304,,,,,,,,,,,,,,,,,,,,,,,,,,
,5435,21124.106783796,1778131555.1977336,100,2.0070060180005385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5436,21125.172186568,1778131556.2630522,100,,,,,,,,,,,,,,,,,,,3.0724163760023657,,,,,,,,,,,,,,,,,,,,,,,,,
113.29925000001094,5437,21238.475534391,1778131669.5665324,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5438,21240.329222386,1778131671.4102137,100,1.8035298000031617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5439,21241.205662149,1778131672.296758,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001382392001687549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5440,21241.205894045,1778131672.2972162,100,,,,,,,,,,,,,,,,,0.001955580009962432,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5441,21241.207224096,1778131672.298455,100,,,,,,,,,,,,,,,,,,116.03338117900421,,,,,,,,,,,,,,,,,,,,,,,,,,
,5442,21243.013612603,1778131674.1046298,100,1.805881551001221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5443,21243.935461061,1778131675.0265455,100,,,,,,,,,,,,,,,,,,,2.727898641998763,,,,,,,,,,,,,,,,,,,,,,,,,
113.10064463599701,5444,21357.039951515,1778131788.1310103,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5445,21359.03499417,1778131790.1159596,100,1.9459501509991242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5446,21360.030375644,1778131791.1216404,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000926250999327749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5447,21360.030956585,1778131791.1223013,100,,,,,,,,,,,,,,,,,0.0016781870072009042,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5448,21360.032085978,1778131791.1233199,100,,,,,,,,,,,,,,,,,,116.0948835129966,,,,,,,,,,,,,,,,,,,,,,,,,,
,5449,21361.990295732,1778131793.081398,100,1.9577011009969283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5450,21363.031210235,1778131794.122321,100,,,,,,,,,,,,,,,,,,,2.9988563189981505,,,,,,,,,,,,,,,,,,,,,,,,,
112.28527683198627,5451,21475.320054491,1778131906.411096,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5452,21477.166823555,1778131908.2477686,100,1.7966617880010745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5453,21478.038363447,1778131909.1294558,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012009519996354356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5454,21478.038555636,1778131909.1298966,100,,,,,,,,,,,,,,,,,0.0017324410000583157,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5455,21478.039713047,1778131909.1309595,100,,,,,,,,,,,,,,,,,,115.00687353100511,,,,,,,,,,,,,,,,,,,,,,,,,,
,5456,21479.843809094,1778131910.9348652,100,1.8036384619917953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5457,21480.765453261,1778131911.8565207,100,,,,,,,,,,,,,,,,,,,2.725400424998952,,,,,,,,,,,,,,,,,,,,,,,,,
112.93212952300382,5458,21593.701309284,1778132024.7923818,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5459,21595.572830388,1778132026.6538057,100,1.8213811269961298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5460,21597.079597821,1778132028.1708336,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6245060740038753,0.0025081212641978948,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5461,21597.080206071,1778132028.1711693,100,,,,,,,,,,,,,,,,,0.6249346770055126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5462,21597.081191555,1778132028.1723056,100,,,,,,,,,,,,,,,,,,116.31403266900452,,,,,,,,,,,,,,,,,,,,,,,,,,
,5463,21598.91474878,1778132030.0057232,100,1.8331967950070975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5464,21599.843802226,1778132030.9348695,100,,,,,,,,,,,,,,,,,,,2.7623990830034018,,,,,,,,,,,,,,,,,,,,,,,,,
112.34637240000302,5465,21712.193780331,1778132143.2848136,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5466,21714.051509332,1778132145.1275482,100,1.802684374008095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5467,21714.920638052,1778132146.0117586,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001126710994867608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5468,21714.920890995,1778132146.0122237,100,,,,,,,,,,,,,,,,,0.0016795929986983538,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5469,21714.922000886,1778132146.0132797,100,,,,,,,,,,,,,,,,,,115.07669042299676,,,,,,,,,,,,,,,,,,,,,,,,,,
,5470,21716.730290752,1778132147.8213644,100,1.8078459320095135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5471,21717.650308278,1778132148.741478,100,,,,,,,,,,,,,,,,,,,2.728057770000305,,,,,,,,,,,,,,,,,,,,,,,,,
113.54492297199613,5472,21831.199006965,1778132262.29019,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5473,21833.030775719,1778132264.116688,100,1.7866170560009778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5474,21833.903505199,1778132264.994807,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011425820121075958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5475,21833.903825102,1778132264.995169,100,,,,,,,,,,,,,,,,,0.0016027620004024357,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5476,21833.905056502,1778132264.9963255,100,,,,,,,,,,,,,,,,,,116.25292292000086,,,,,,,,,,,,,,,,,,,,,,,,,,
,5477,21835.698768156,1778132266.7899997,100,1.793257134995656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5478,21836.614745522,1778132267.7058654,100,,,,,,,,,,,,,,,,,,,2.7093870629905723,,,,,,,,,,,,,,,,,,,,,,,,,
111.65211379200628,5479,21948.270380281,1778132379.3614998,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5480,21950.281478197,1778132381.3674734,100,1.9667992390022846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5481,21951.292846352,1778132382.3841822,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009989630052587017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5482,21951.293177998,1778132382.3845422,100,,,,,,,,,,,,,,,,,0.0014540200063493103,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5483,21951.294321355,1778132382.3856072,100,,,,,,,,,,,,,,,,,,114.67795832100092,,,,,,,,,,,,,,,,,,,,,,,,,,
,5484,21953.269245918,1778132384.3603463,100,1.9744700139999622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5485,21954.323039128,1778132385.4140203,100,,,,,,,,,,,,,,,,,,,3.0282622119993903,,,,,,,,,,,,,,,,,,,,,,,,,
113.23062836901227,5486,22067.557056309,1778132498.6481009,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5487,22069.39625035,1778132500.4773045,100,1.7897330759878969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5488,22070.263974452,1778132501.3552206,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009755089995451272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5489,22070.264465344,1778132501.3557844,100,,,,,,,,,,,,,,,,,0.0016178789956029505,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5490,22070.265653475,1778132501.356897,100,,,,,,,,,,,,,,,,,,115.9413325360074,,,,,,,,,,,,,,,,,,,,,,,,,,
,5491,22072.06061255,1778132503.1516716,100,1.79451909699128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5492,22072.978478744,1778132504.068868,100,,,,,,,,,,,,,,,,,,,2.711828403000254,,,,,,,,,,,,,,,,,,,,,,,,,
113.29652464500396,5493,22186.277984324,1778132617.3690727,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5494,22188.119313374,1778132619.2002776,100,1.7931636269931914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5495,22188.99018099,1778132620.0813632,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010108730057254434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5496,22188.990486331,1778132620.0818026,100,,,,,,,,,,,,,,,,,0.001541152989375405,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5497,22188.991608041,1778132620.0828936,100,,,,,,,,,,,,,,,,,,116.01219325800776,,,,,,,,,,,,,,,,,,,,,,,,,,
,5498,22190.788438123,1778132621.8796093,100,1.7962702180084307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5499,22191.706314105,1778132622.7974184,100,,,,,,,,,,,,,,,,,,,2.7143844439997338,,,,,,,,,,,,,,,,,,,,,,,,,
112.81570355700387,5500,22304.525764669,1778132735.616806,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5501,22306.384703746,1778132737.46567,100,1.8086768339999253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5502,22307.259507243,1778132738.3507888,100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011484569986350834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5503,22307.25998804,1778132738.3513403,100,,,,,,,,,,,,,,,,,0.0017937139928108081,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5504,22307.261330776,1778132738.3524108,100,,,,,,,,,,,,,,,,,,115.55302988200856,,,,,,,,,,,,,,,,,,,,,,,,,,
,5505,22309.069604108,1778132740.1605785,100,1.8078985860047396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5506,22309.993929605,1778132741.0850356,100,,,,,,,,,,,,,,,,,,,2.7324620529980166,,,,,,,,,,,,,,,,,,,,,,,,,
113.11379166301049,5507,22423.111242794,1778132854.2023025,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5508,22425.162624353,1778132856.2435791,100,2.0018533510010457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5509,22426.680186325,1778132857.7682452,100,,0.021034624881838493,0.0,0.0,0.0,0.125,0.0,0.03672664015498382,0.49215100599394646,0.0009633243371128935,0.0,0.1,0.125,0.0,0.04242794873068864,0.11904761904761904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5510,22426.680236355,1778132857.7696018,100,,,,,,,,,,,,,,,,,0.4935997540014796,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5511,22426.680247334,1778132857.7706442,100,,,,,,,,,,,,,,,,,,116.68393040299998,,,,,,,,,,,,,,,,,,,,,,,,,,
,5512,22428.686147975,1778132859.7772334,100,2.006384911001078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5513,22429.753387872,1778132860.8443093,100,,,,,,,,,,,,,,,,,,,3.0735143199999584,,,,,,,,,,,,,,,,,,,,,,,,,
112.49908971300465,5514,22542.255719978,1778132973.346797,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5515,22544.120507092,1778132975.2014027,100,1.8150505689991405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5516,22545.282624322,1778132976.3728015,100,,0.021034624881838493,0.0,0.0,0.0,0.125,0.0,0.03672664015498382,0.28085323999403045,0.0009633243371128935,0.0,0.1,0.125,0.0,0.04242794873068864,0.11904761904761904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5517,22545.282718216,1778132976.3731186,100,,,,,,,,,,,,,,,,,0.2812578820012277,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5518,22545.285558971,1778132976.3757374,100,,,,,,,,,,,,,,,,,,115.52977649099194,,,,,,,,,,,,,,,,,,,,,,,,,,
,5519,22547.106221285,1778132978.197465,100,1.8215180010010954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5520,22548.033680397,1778132979.1249306,100,,,,,,,,,,,,,,,,,,,2.7490370489977067,,,,,,,,,,,,,,,,,,,,,,,,,
112.20483612798853,5521,22660.242498755,1778133091.3335261,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5522,22662.109563904,1778133093.1855843,100,1.8117331410030602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5523,22663.394487173,1778133094.485641,100,,0.11332783144574608,0.0,0.0,0.0,0.125,0.0,0.0389015485119346,0.41185890599444974,0.0004117229101017701,0.0,0.1171375,0.125,0.0,0.07480121425926232,0.07661290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5524,22663.397345073,1778133094.4886951,100,,,,,,,,,,,,,,,,,0.4150021389941685,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5525,22663.398915542,1778133094.4898403,100,,,,,,,,,,,,,,,,,,115.36293376999674,,,,,,,,,,,,,,,,,,,,,,,,,,
,5526,22665.211993499,1778133096.3032105,100,1.8131610790005652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5527,22666.140084148,1778133097.2311745,100,,,,,,,,,,,,,,,,,,,2.7411853630037513,,,,,,,,,,,,,,,,,,,,,,,,,
112.68626499699894,5528,22778.830095538,1778133209.9211264,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5529,22780.713559743,1778133211.7946336,100,1.833235569007229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
